"path","kind","component","proposed_dest","reason","path_style","ambiguous","reads","writes","includes_images","functions_defined","git_status","size_bytes","moved_phase2"
"CV Extension/run_wc_overlap.R","run","cv","runs/cv/wz_replication/run_wc_overlap.R","parallel batch driver (makeCluster), absolute dir, sources sbw_wc.R; writes Results/*.rds (script says results/, folder is Results/: case mismatch)","absolute",FALSE,"sbw_wc.R","saveRDS(list(cell = c_cell, master_seed = master…)","","one_rep","tracked, clean",4899,TRUE
"CV Extension/run_wc_overlap_n.R","run","cv","runs/cv/wz_replication/run_wc_overlap_n.R","parallel batch driver (makeCluster), absolute dir, sources sbw_wc.R; writes Results/*.rds (script says results/, folder is Results/: case mismatch)","absolute",FALSE,"sbw_wc.R","saveRDS(list(cell = cell, master_seed = master_s…)","","one_rep","tracked, clean",5181,TRUE
"CV Extension/run_wc_path.R","run","cv","runs/cv/wz_replication/run_wc_path.R","parallel batch driver (makeCluster), absolute dir, sources sbw_wc.R; writes Results/*.rds (script says results/, folder is Results/: case mismatch)","absolute",FALSE,"sbw_wc.R","results/; .rds","","one_rep","tracked, clean",4771,TRUE
"CV Extension/sbw_wc.R","function","cv","R/sbw_wc.R","fit_sbw, cstat (W&Z Algorithm 1 criterion), estimate_wc_sbw; has side effects: library(sbw) and source(paste0(dir,'dgp_wc.R')) relying on a global dir","relative",FALSE,"dgp_wc.R","","","fit_sbw; cstat; estimate_wc_sbw","tracked, clean",3868,TRUE
"CV Extension/summarise_sw_sbw.R","analysis","cv","analysis/cv/wz_replication/summarise_wc_sbw.R","header says summarise_wc_sbw.R; Table 4 summary of wc_sbw_v2.csv.gz, console only","absolute",FALSE,"results/; .csv.gz","","","","tracked, clean",1923,TRUE
"CV Extension/wc_grids.R","function","cv","analysis/cv/wz_replication/wc_grids.R","read_cell/read_grid/panel/grid_fig/pick_fig/lambda_tab/rmse_tab/write_tabs; wz-specific plotting helpers; relies on global dir; write_tabs writes csv into results/","relative",FALSE,"%sresults/%s%s_c%s.rds; readRDS(file)…)","results/; _lambda.csv; .csv; png(file, width = max(400 * nc, 1100), heigh…); dev.off()…); png(file, width = max(380 * w, 1100), height…)","","rmse; mcse; read_cell; read_grid; panel; grid_fig; pick_panel; pick_fig; lambda_tab; rmse_tab; write_tabs","untracked",8943,TRUE
"Exploring CV/.DS_Store","dead","cv","archive/exploring_cv/.DS_Store","Finder metadata; deletion candidate, archived per no-delete rule","none",FALSE,"","","","","tracked, clean",34820,TRUE
"Exploring CV/.Rapp.history","dead","cv","archive/exploring_cv/.Rapp.history","macOS R.app history; contains an absolute Mac path (load of dim_05_r200.rds); deletion candidate, archived per no-delete rule","absolute",FALSE,"","","","","tracked, clean",75,TRUE
"Exploring CV/alpha_bad_01_r200.rds","result","cv","results/cv/basic_dgp/alpha_bad_01_r200.rds","family alpha_bad: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",483065,TRUE
"Exploring CV/alpha_bad_02_r200.rds","result","cv","results/cv/basic_dgp/alpha_bad_02_r200.rds","family alpha_bad: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",488802,TRUE
"Exploring CV/alpha_bad_03_r200.rds","result","cv","results/cv/basic_dgp/alpha_bad_03_r200.rds","family alpha_bad: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",486996,TRUE
"Exploring CV/alpha_bad_04_r200.rds","result","cv","results/cv/basic_dgp/alpha_bad_04_r200.rds","family alpha_bad: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",215592,TRUE
"Exploring CV/alpha_grid_ridge_to_lasso_r50.png","output","cv","output/cv/basic_dgp/figures/alpha_grid_ridge_to_lasso_r50.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",302014,TRUE
"Exploring CV/alpha_overlap_floor_grid_r200.png","output","cv","output/cv/basic_dgp/figures/alpha_overlap_floor_grid_r200.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",174657,TRUE
"Exploring CV/alpha_overlap_grid_r500.png","output","cv","output/cv/basic_dgp/figures/alpha_overlap_grid_r500.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",288167,TRUE
"Exploring CV/alpha_sweep_bad_r200.png","output","cv","output/cv/basic_dgp/figures/alpha_sweep_bad_r200.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",43170,TRUE
"Exploring CV/balnet_mini_experiment edited.R","run","cv","archive/exploring_cv/balnet_mini_experiment_edited.R","1334-line monolith; the Extension_CV run scripts cite its line ranges; mixed Windows/Mac absolute dirs; superseded","absolute",FALSE,"list.files(dir, sprintf(""^tune\\d+_r%d\\.rds$"", n_r…); readRDS(f)…); list.files(dir, sprintf(""^tunep2_\\d+_r%d\\.rds$"", …); list.files(dir, sprintf(""^tune2_\\d+_r%d\\.rds$"", n…); list.files(dir, sprintf(""^tune4_\\d+_r%d\\.rds$"", n…); list.files(dir, sprintf(""^snr_enet_\\d+_r%d\\.rds$""…); list.files(dir, sprintf(""^alpha_bad_\\d+_r%d\\.rds$…); list.files(dir, sprintf(""^n_enet_\\d+_r%d\\.rds$"", …); list.files(dir, sprintf(""^spread_\\d+_r%d\\.rds$"", …)","tune_grid_r%d.png; tunep2_grid_r%d.png; tune2_grid_r%d.png; SNR_by_overlap_lasso_r%d.png; snr_by_overlap_enet_r%d.png; ladder_enet_r%d.png; alpha_sweep_bad_r%d.png; n_by_overlap_enet_r%d.png; spread_by_penalty_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…); saveRDS(list(cell = g, lam = lam, sigmas = sigma…)","","run_par; gen_data; one_rep; title_of; rmse; gen_cell; r2","tracked, modified",58400,TRUE
"Exploring CV/balnet_mini_experiment Machine 2.R","run","cv","archive/exploring_cv/balnet_mini_experiment_machine_2.R","954-line Mac-side monolith (dima, dimhi, ov_s1, tunea, tunea3, tunea4 blocks); superseded","absolute",FALSE,"list.files(dir, sprintf(""^tune\\d+_r%d\\.rds$"", n_r…); readRDS(f)…); list.files(dir, sprintf(""^tunep2_\\d+_r%d\\.rds$"", …); list.files(dir, sprintf(""^tunea_\\d+_r%d\\.rds$"", n…); list.files(dir, sprintf(""^tunea3_\\d+_r%d\\.rds$"", …); list.files(dir, sprintf(""^tunea4_\\d+_r%d\\.rds$"", …); list.files(dir, sprintf(""^dima_\\d+_r%d\\.rds$"", n_…); list.files(dir, sprintf(""^dimhi_\\d+_r%d\\.rds$"", n…)","tune_grid_r%d.png; tunep2_grid_r%d.png; alpha_grid_ridge_to_lasso_r%d.png; alpha_overlap_grid_r%d.png; alpha_overlap_floor_grid_r%d.png; dim_by_alpha_r%d.png; dimhi_by_alpha_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…)","","run_par; gen_data; one_rep; title_of; rmse; gen_cell","tracked, clean",40759,TRUE
"Exploring CV/balnet_mini_experiment WINDOWS.R","run","cv","archive/exploring_cv/balnet_mini_experiment_windows.R","1079-line Windows monolith; only unique block (end slope) is now analyse_path_end_slope.R; superseded","absolute",FALSE,"list.files(dir, sprintf(""^tune\\d+_r%d\\.rds$"", n_r…); readRDS(f)…); list.files(dir, sprintf(""^tune2_\\d+_r%d\\.rds$"", n…); list.files(dir, sprintf(""^tune4_\\d+_r%d\\.rds$"", n…); list.files(dir, sprintf(""^snr_enet_\\d+_r%d\\.rds$""…); list.files(dir, sprintf(""^alpha_bad_\\d+_r%d\\.rds$…); list.files(dir, sprintf(""^n_enet_\\d+_r%d\\.rds$"", …); list.files(dir, sprintf(""^spread_\\d+_r%d\\.rds$"", …); list.files(dir, ""^(tune4|tunen2)_\\d+_r\\d+\\.rds$""…)","tune_grid_r%d.png; tune2_grid_r%d.png; SNR_by_overlap_lasso_r%d.png; snr_by_overlap_enet_r%d.png; ladder_enet_r%d.png; alpha_sweep_bad_r%d.png; n_by_overlap_enet_r%d.png; spread_by_penalty_r%d.png; saveRDS(list(cell = g, lam = lam, res = run_par(…); dev.off()…); saveRDS(list(cell = g, lam = lam, sigmas = sigma…)","","run_par; gen_data; one_rep; title_of; rmse; gen_cell; r2; end_slope","tracked, clean",45687,TRUE
"Exploring CV/balnet_mini_experiment.R","run","cv","archive/exploring_cv/balnet_mini_experiment.R","Erik's original 10-25 rep mclapply exploration (no file I/O); origin of gen_data","none",FALSE,"","","","gen_data","tracked, clean",13455,TRUE
"Exploring CV/balnet_scoring_functions.R","function","cv","archive/exploring_cv/balnet_scoring_functions.R","verbatim dump of balnet internals get_balance_loss/get_imbalance (cv-experimental branch) for reference; not sourced anywhere","none",FALSE,"","","","get_balance_loss; get_imbalance","untracked",2130,TRUE
"Exploring CV/balnet_selection_functions.R","function","cv","archive/exploring_cv/balnet_selection_functions.R","verbatim dump of balnet cv.balnet/cv.boot.balnet for reference; not sourced anywhere","none",FALSE,"","","","cv.balnet; cv.boot.balnet","untracked",6149,TRUE
"Exploring CV/bloss_split_tune4.rds","result","cv","archive/exploring_cv/bloss_split_tune4.rds","small rds (2026-09-08) on the tune4 cell, no producer script or reader in the repo; likely from an unsaved notebook. Ask: keep or archive?","none",TRUE,"","","","","tracked, clean",12791,TRUE
"Exploring CV/boot_bloss_tune4.rds","result","cv","archive/exploring_cv/boot_bloss_tune4.rds","small rds (2026-09-08) on the tune4 cell, no producer script or reader in the repo; likely from an unsaved notebook. Ask: keep or archive?","none",TRUE,"","","","","tracked, clean",6947,TRUE
"Exploring CV/bootinf_decomp_tune4.rds","result","cv","archive/exploring_cv/bootinf_decomp_tune4.rds","small rds (2026-09-08) on the tune4 cell, no producer script or reader in the repo; likely from an unsaved notebook. Ask: keep or archive?","none",TRUE,"","","","","tracked, clean",12802,TRUE
"Exploring CV/crit_curves_tune4.rds","result","cv","archive/exploring_cv/crit_curves_tune4.rds","small rds (2026-09-08) on the tune4 cell, no producer script or reader in the repo; likely from an unsaved notebook. Ask: keep or archive?","none",TRUE,"","","","","tracked, clean",7736,TRUE
"Exploring CV/cv_family_counts.csv","output","cv","output/cv/basic_dgp/summaries/cv_family_counts.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd","none",FALSE,"","","","","tracked, modified",1709,TRUE
"Exploring CV/cv_flip.csv","output","cv","archive/exploring_cv/cv_flip.csv","untracked csv with no producer or reader in the repo (factors_paths.csv is 1.6 MB, 2026-09-11). Ask: keep?","none",TRUE,"","","","","untracked",2819,TRUE
"Exploring CV/cv_picks.csv","output","cv","output/cv/basic_dgp/summaries/cv_picks.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd","none",FALSE,"","","","","untracked",10133,TRUE
"Exploring CV/cv_picks_grid.csv","output","cv","output/cv/basic_dgp/summaries/cv_picks_grid.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd","none",FALSE,"","","","","untracked",1548,TRUE
"Exploring CV/cv_picks_noise.csv","output","cv","output/cv/basic_dgp/summaries/cv_picks_noise.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd","none",FALSE,"","","","","untracked",1541,TRUE
"Exploring CV/cv_picks_overlap.csv","output","cv","output/cv/basic_dgp/summaries/cv_picks_overlap.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd","none",FALSE,"","","","","untracked",1385,TRUE
"Exploring CV/cv_rmse_noise.csv","output","cv","output/cv/basic_dgp/summaries/cv_rmse_noise.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd","none",FALSE,"","","","","untracked",1389,TRUE
"Exploring CV/cv_rmse_overlap.csv","output","cv","output/cv/basic_dgp/summaries/cv_rmse_overlap.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd","none",FALSE,"","","","","untracked",650,TRUE
"Exploring CV/cv_summary Working.qmd","analysis","cv","archive/exploring_cv/cv_summary_working.qmd","earlier draft of cv_summary.qmd (213 lines)","absolute",FALSE,"cv_summary.csv; cv_family_counts.csv; cv_vs_lasso_floor.csv","","fig_density_sy5.png; fig_density_fixed_sigma5.png; fig_snr_lasso.png; fig_axes_noise_overlap.png; fig_density_sy100.png; fig_density_fixed_sparse.png; fig_density_fixed_sigma1.png; fig_snr_lasso_all.png","","untracked",10407,TRUE
"Exploring CV/cv_summary.aux","dead","cv","archive/exploring_cv/cv_summary.aux","LaTeX intermediate from rendering cv_summary.qmd; regenerated on render; deletion candidate, archived per no-delete rule","none",FALSE,"","","","","untracked",6662,TRUE
"Exploring CV/cv_summary.csv","output","cv","output/cv/basic_dgp/summaries/cv_summary.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd; stale: built from 2 Sep tune*.rds, superseded by 10 Sep reruns","none",FALSE,"","","","","tracked, modified",141799,TRUE
"Exploring CV/cv_summary.log","dead","cv","archive/exploring_cv/cv_summary.log","LaTeX intermediate from rendering cv_summary.qmd; regenerated on render; deletion candidate, archived per no-delete rule","none",FALSE,"","","","","untracked",91396,TRUE
"Exploring CV/cv_summary.pdf","output","cv","output/cv/basic_dgp/cv_summary.pdf","rendered cv_summary.qmd","none",FALSE,"","","","","untracked",356143,TRUE
"Exploring CV/cv_summary.qmd","analysis","cv","analysis/cv/basic_dgp/cv_summary.qmd","main CV exploration report (391 lines, tracked, modified); absolute dir; reads cv_summary/cv_family_counts/cv_vs_lasso_floor/cv_picks*.csv, includes fig_*.png incl. the deleted fig_snr_lasso_all.png","absolute",FALSE,"cv_summary.csv; cv_family_counts.csv; cv_vs_lasso_floor.csv; cv_picks_noise.csv; cv_picks_overlap.csv; cv_picks.csv","","fig_density_sy5.png; fig_density_fixed_sigma5.png; fig_snr_lasso.png; fig_axes_noise_overlap.png; fig_picks_vs_opt.png; fig_picks_grid.png; fig_enet_grid.png; fig_alpha_sweep.png; fig_ridge_floor.png; fig_enet_floor.png; fig_density_sy100.png; fig_density_fixed_sparse.png; fig_density_fixed_sigma1.png; fig_snr_lasso_all.png","fmt; rel; col; get_opt; get_sel; show","tracked, modified",18888,TRUE
"Exploring CV/cv_summary.Rmd","analysis","cv","archive/exploring_cv/cv_summary.Rmd","earliest report (Rmd with quarto YAML); reads the same three csvs relatively, includes the raw family pngs","relative",FALSE,"cv_summary.csv; cv_family_counts.csv; cv_vs_lasso_floor.csv","","SNR_by_overlap_lasso_r500.png; snr_by_overlap_enet_r500.png; n_by_overlap_enet_r200.png; alpha_sweep_bad_r200.png; spread_by_penalty_r200.png; dim_by_alpha_r200.png; dimhi_by_alpha_r200.png; dimsnr_r200.png","","tracked, clean",5803,TRUE
"Exploring CV/cv_summary.tex","dead","cv","archive/exploring_cv/cv_summary.tex","LaTeX intermediate from rendering cv_summary.qmd; regenerated on render; deletion candidate, archived per no-delete rule","none",FALSE,"","","","","untracked",40872,TRUE
"Exploring CV/cv_summary2.qmd","analysis","cv","archive/exploring_cv/cv_summary2.qmd","earlier draft of cv_summary.qmd (118 lines)","absolute",FALSE,"cv_summary.csv; cv_family_counts.csv; cv_vs_lasso_floor.csv","","fig_density_sy5.png; fig_density_fixed_sigma5.png; fig_snr_lasso.png","","tracked, clean",5988,TRUE
"Exploring CV/cv_vs_lasso_floor.csv","output","cv","output/cv/basic_dgp/summaries/cv_vs_lasso_floor.csv","summary table written by prep_cv_summary.R / functions..R / plot_grids.R; read by cv_summary.qmd","none",FALSE,"","","","","tracked, modified",7101,TRUE
"Exploring CV/degrading_SNR_r500.png","output","cv","archive/exploring_cv/degrading_SNR_r500.png","no script writes this name; manual export from an early session","none",TRUE,"","","","","tracked, clean",15657,TRUE
"Exploring CV/diluted confounding 500.png","output","cv","archive/exploring_cv/diluted_confounding_500.png","no script writes this name; manual export from an early session","none",TRUE,"","","","","tracked, clean",32478,TRUE
"Exploring CV/dim_01_r200.rds","result","cv","results/cv/basic_dgp/dim_01_r200.rds","family dim: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",170218,TRUE
"Exploring CV/dim_02_r200.rds","result","cv","results/cv/basic_dgp/dim_02_r200.rds","family dim: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",169962,TRUE
